,algorithm,num_nodes,ratio_fraction,domain_size,sample_size,trial,time,equiv,precision,recall,f1,pure,structural
3466,GHC,20,1.9,2,1000,0,0.1970682144165039,False,0.8181818181818182,0.7105263157894737,0.7605633802816901,17,24
3467,FCI,20,1.9,2,1000,0,1.3082809448242188,False,-1.0,-1.0,-1.0,-1,-1
3468,MIIC,20,1.9,2,1000,1,0.026930809020996094,False,1.0,0.5263157894736842,0.6896551724137931,18,23
3469,GHC,20,1.9,2,1000,1,0.19872617721557617,False,0.6923076923076923,0.47368421052631576,0.5625,28,38
3470,FCI,20,1.9,2,1000,1,0.595221996307373,False,-1.0,-1.0,-1.0,-1,-1
3471,MIIC,20,1.9,2,1000,2,0.035707950592041016,False,0.9615384615384616,0.6578947368421053,0.78125,14,26
3472,GHC,20,1.9,2,1000,2,0.18906712532043457,False,0.8666666666666667,0.6842105263157895,0.7647058823529413,16,29
3473,FCI,20,1.9,2,1000,2,1.8960909843444824,False,-1.0,-1.0,-1.0,-1,-1
3474,MIIC,20,1.9,2,1000,3,0.033759355545043945,False,0.92,0.6052631578947368,0.7301587301587301,17,34
3475,GHC,20,1.9,2,1000,3,0.1929459571838379,False,0.8928571428571429,0.6578947368421053,0.7575757575757577,16,27
3476,FCI,20,1.9,2,1000,3,1.4449961185455322,False,-1.0,-1.0,-1.0,-1,-1
3477,MIIC,20,1.9,2,1000,4,0.03456997871398926,False,0.9285714285714286,0.6842105263157895,0.7878787878787878,14,24
3478,GHC,20,1.9,2,1000,4,0.19796991348266602,False,0.84375,0.7105263157894737,0.7714285714285714,16,26
3479,FCI,20,1.9,2,1000,4,1.334986925125122,False,-1.0,-1.0,-1.0,-1,-1
3480,MIIC,20,1.9,3,100,0,0.011880874633789062,False,0.7857142857142857,0.2894736842105263,0.423076923076923,30,37
3481,GHC,20,1.9,3,100,0,0.15198206901550293,False,0.7,0.18421052631578946,0.29166666666666663,34,39
3482,FCI,20,1.9,3,100,0,0.013391733169555664,False,-1.0,-1.0,-1.0,-1,-1
3483,MIIC,20,1.9,3,100,1,0.011921882629394531,False,0.6923076923076923,0.23684210526315788,0.35294117647058826,33,36
3484,GHC,20,1.9,3,100,1,0.1561450958251953,False,0.7,0.18421052631578946,0.29166666666666663,34,37
3485,FCI,20,1.9,3,100,1,0.01420283317565918,False,-1.0,-1.0,-1.0,-1,-1
3486,MIIC,20,1.9,3,100,2,0.008063077926635742,False,1.0,0.15789473684210525,0.2727272727272727,32,36
3487,GHC,20,1.9,3,100,2,0.13973498344421387,False,1.0,0.13157894736842105,0.23255813953488372,33,36
3488,FCI,20,1.9,3,100,2,0.013573169708251953,False,-1.0,-1.0,-1.0,-1,-1
3489,MIIC,20,1.9,3,100,3,0.013917922973632812,False,0.7692307692307693,0.2631578947368421,0.392156862745098,31,38
3490,GHC,20,1.9,3,100,3,0.1623077392578125,False,0.7857142857142857,0.2894736842105263,0.423076923076923,30,35
3491,FCI,20,1.9,3,100,3,0.014009237289428711,False,1.0,0.21052631578947367,0.34782608695652173,30,36
3492,MIIC,20,1.9,3,100,4,0.013826847076416016,False,0.6470588235294118,0.2894736842105263,0.4,33,38
3493,GHC,20,1.9,3,100,4,0.15884995460510254,False,0.6,0.23684210526315788,0.339622641509434,35,40
3494,FCI,20,1.9,3,100,4,0.016683101654052734,False,-1.0,-1.0,-1.0,-1,-1
3495,MIIC,20,1.9,3,250,0,0.00959467887878418,False,1.0,0.21052631578947367,0.34782608695652173,30,35
3496,GHC,20,1.9,3,250,0,0.15355896949768066,False,1.0,0.21052631578947367,0.34782608695652173,30,33
3497,FCI,20,1.9,3,250,0,0.015907764434814453,False,-1.0,-1.0,-1.0,-1,-1
3498,MIIC,20,1.9,3,250,1,0.011339902877807617,False,1.0,0.2631578947368421,0.4166666666666667,28,33
3499,GHC,20,1.9,3,250,1,0.15607595443725586,False,0.9166666666666666,0.2894736842105263,0.43999999999999995,28,35
3500,FCI,20,1.9,3,250,1,0.022934913635253906,False,-1.0,-1.0,-1.0,-1,-1
3501,MIIC,20,1.9,3,250,2,0.015514850616455078,False,1.0,0.47368421052631576,0.6428571428571429,20,30
3502,GHC,20,1.9,3,250,2,0.1598799228668213,False,1.0,0.39473684210526316,0.5660377358490566,23,33
3503,FCI,20,1.9,3,250,2,0.021242141723632812,False,-1.0,-1.0,-1.0,-1,-1
3504,MIIC,20,1.9,3,250,3,0.011482954025268555,False,1.0,0.3157894736842105,0.4799999999999999,26,33
3505,GHC,20,1.9,3,250,3,0.15352106094360352,False,1.0,0.2631578947368421,0.4166666666666667,28,32
3506,FCI,20,1.9,3,250,3,0.01788806915283203,False,-1.0,-1.0,-1.0,-1,-1
3507,MIIC,20,1.9,3,250,4,0.019118070602416992,False,0.8181818181818182,0.47368421052631576,0.6,24,32
3508,GHC,20,1.9,3,250,4,0.1699991226196289,False,0.8571428571428571,0.3157894736842105,0.46153846153846156,28,37
3509,FCI,20,1.9,3,250,4,0.02991008758544922,False,-1.0,-1.0,-1.0,-1,-1
3510,MIIC,20,1.9,3,500,0,0.027656078338623047,False,1.0,0.6486486486486487,0.7868852459016393,13,24
3511,GHC,20,1.9,3,500,0,0.18389201164245605,False,0.9230769230769231,0.6486486486486487,0.7619047619047619,15,24
3512,FCI,20,1.9,3,500,0,0.10841083526611328,False,-1.0,-1.0,-1.0,-1,-1
3513,MIIC,20,1.9,3,500,1,0.016162872314453125,False,1.0,0.4473684210526316,0.6181818181818182,21,34
3514,GHC,20,1.9,3,500,1,0.17346405982971191,False,0.8888888888888888,0.42105263157894735,0.5714285714285714,24,35
3515,FCI,20,1.9,3,500,1,0.05742502212524414,False,-1.0,-1.0,-1.0,-1,-1
3516,MIIC,20,1.9,3,500,2,0.02118396759033203,False,0.8947368421052632,0.4473684210526316,0.5964912280701755,23,29
3517,GHC,20,1.9,3,500,2,0.16950082778930664,False,0.8947368421052632,0.4473684210526316,0.5964912280701755,23,31
3518,FCI,20,1.9,3,500,2,0.05392193794250488,False,-1.0,-1.0,-1.0,-1,-1
3519,MIIC,20,1.9,3,500,3,0.01618790626525879,False,0.875,0.3684210526315789,0.5185185185185185,26,33
3520,GHC,20,1.9,3,500,3,0.16002821922302246,False,0.8666666666666667,0.34210526315789475,0.4905660377358491,27,33
3521,FCI,20,1.9,3,500,3,0.02465510368347168,False,-1.0,-1.0,-1.0,-1,-1
3522,MIIC,20,1.9,3,500,4,0.01614093780517578,False,1.0,0.4473684210526316,0.6181818181818182,21,29
3523,GHC,20,1.9,3,500,4,0.16618919372558594,False,0.8421052631578947,0.42105263157894735,0.5614035087719298,25,32
3524,FCI,20,1.9,3,500,4,0.053276777267456055,False,-1.0,-1.0,-1.0,-1,-1
3525,MIIC,20,1.9,3,1000,0,0.029917001724243164,False,0.9230769230769231,0.631578947368421,0.7499999999999999,16,23
3526,GHC,20,1.9,3,1000,0,0.18932008743286133,False,0.8214285714285714,0.6052631578947368,0.6969696969696969,20,33
3527,FCI,20,1.9,3,1000,0,0.5581607818603516,False,-1.0,-1.0,-1.0,-1,-1
3528,MIIC,20,1.9,3,1000,1,0.03203988075256348,False,0.9545454545454546,0.5526315789473685,0.7000000000000001,18,25
3529,GHC,20,1.9,3,1000,1,0.19321489334106445,False,0.9230769230769231,0.631578947368421,0.7499999999999999,16,23
3530,FCI,20,1.9,3,1000,1,0.1521008014678955,False,-1.0,-1.0,-1.0,-1,-1
3531,MIIC,20,1.9,3,1000,2,0.031029939651489258,False,0.9615384615384616,0.6578947368421053,0.78125,14,22
3532,GHC,20,1.9,3,1000,2,0.19505786895751953,False,1.0,0.7631578947368421,0.8656716417910448,9,13
3533,FCI,20,1.9,3,1000,2,0.33387184143066406,False,-1.0,-1.0,-1.0,-1,-1
3534,MIIC,20,1.9,3,1000,3,0.03154277801513672,False,1.0,0.6578947368421053,0.7936507936507937,13,18
3535,GHC,20,1.9,3,1000,3,0.20313596725463867,False,0.8666666666666667,0.6842105263157895,0.7647058823529413,16,22
3536,FCI,20,1.9,3,1000,3,0.5890247821807861,False,-1.0,-1.0,-1.0,-1,-1
3537,MIIC,20,1.9,3,1000,4,0.029480934143066406,False,0.9615384615384616,0.6578947368421053,0.78125,14,25
3538,GHC,20,1.9,3,1000,4,0.19240403175354004,False,0.9285714285714286,0.6842105263157895,0.7878787878787878,14,20
3539,FCI,20,1.9,3,1000,4,0.27576518058776855,False,-1.0,-1.0,-1.0,-1,-1
3540,MIIC,20,1.9,4,100,0,0.008769035339355469,False,0.875,0.19444444444444445,0.3181818181818182,30,35
3541,GHC,20,1.9,4,100,0,0.14397597312927246,False,0.8571428571428571,0.16666666666666666,0.27906976744186046,31,34
3542,FCI,20,1.9,4,100,0,0.013846874237060547,False,-1.0,-1.0,-1.0,-1,-1
3543,MIIC,20,1.9,4,100,1,0.009274959564208984,False,1.0,0.22857142857142856,0.3720930232558139,27,31
3544,GHC,20,1.9,4,100,1,0.14515185356140137,False,0.875,0.2,0.32558139534883723,29,34
3545,FCI,20,1.9,4,100,1,0.012789011001586914,False,0.8333333333333334,0.14285714285714285,0.2439024390243902,31,34
3546,MIIC,20,1.9,4,100,2,0.007798194885253906,False,0.8333333333333334,0.13157894736842105,0.22727272727272727,34,38
3547,GHC,20,1.9,4,100,2,0.14133882522583008,False,1.0,0.13157894736842105,0.23255813953488372,33,37
3548,FCI,20,1.9,4,100,2,0.012278079986572266,False,-1.0,-1.0,-1.0,-1,-1
3549,MIIC,20,1.9,4,100,3,0.010474920272827148,False,0.9,0.23684210526315788,0.375,30,34
3550,GHC,20,1.9,4,100,3,0.14534282684326172,False,0.8333333333333334,0.13157894736842105,0.22727272727272727,34,35
3551,FCI,20,1.9,4,100,3,0.014952898025512695,False,-1.0,-1.0,-1.0,-1,-1
3552,MIIC,20,1.9,4,100,4,0.009171009063720703,False,1.0,0.23684210526315788,0.38297872340425526,29,34
3553,GHC,20,1.9,4,100,4,0.14775800704956055,False,0.8571428571428571,0.15789473684210525,0.26666666666666666,33,35
3554,FCI,20,1.9,4,100,4,0.012575864791870117,False,-1.0,-1.0,-1.0,-1,-1
3555,MIIC,20,1.9,4,250,0,0.01031804084777832,False,1.0,0.24324324324324326,0.391304347826087,28,35
3556,GHC,20,1.9,4,250,0,0.1463489532470703,False,1.0,0.21621621621621623,0.35555555555555557,29,35
3557,FCI,20,1.9,4,250,0,0.013768911361694336,False,-1.0,-1.0,-1.0,-1,-1
3558,MIIC,20,1.9,4,250,1,0.012768030166625977,False,0.9285714285714286,0.37142857142857144,0.5306122448979592,23,32
3559,GHC,20,1.9,4,250,1,0.15409612655639648,False,0.9166666666666666,0.3142857142857143,0.4680851063829787,25,33
3560,FCI,20,1.9,4,250,1,0.01651930809020996,False,-1.0,-1.0,-1.0,-1,-1
3561,MIIC,20,1.9,4,250,2,0.010349273681640625,False,1.0,0.23684210526315788,0.38297872340425526,29,31
3562,GHC,20,1.9,4,250,2,0.14902782440185547,False,1.0,0.15789473684210525,0.2727272727272727,32,35
3563,FCI,20,1.9,4,250,2,0.0167691707611084,False,-1.0,-1.0,-1.0,-1,-1
3564,MIIC,20,1.9,4,250,3,0.011394023895263672,False,0.8,0.21052631578947367,0.3333333333333333,32,35
3565,GHC,20,1.9,4,250,3,0.1497349739074707,False,0.7777777777777778,0.18421052631578946,0.2978723404255319,33,37
3566,FCI,20,1.9,4,250,3,0.019240856170654297,False,-1.0,-1.0,-1.0,-1,-1
3567,MIIC,20,1.9,4,250,4,0.011374950408935547,False,0.9090909090909091,0.2702702702702703,0.4166666666666667,28,32
3568,GHC,20,1.9,4,250,4,0.1505751609802246,False,0.7777777777777778,0.1891891891891892,0.30434782608695654,32,38
3569,FCI,20,1.9,4,250,4,0.01589226722717285,False,-1.0,-1.0,-1.0,-1,-1
3570,MIIC,20,1.9,4,500,0,0.012331008911132812,False,1.0,0.2894736842105263,0.4489795918367347,27,35
3571,GHC,20,1.9,4,500,0,0.16055989265441895,False,0.7857142857142857,0.2894736842105263,0.423076923076923,30,38
3572,FCI,20,1.9,4,500,0,0.029346227645874023,False,-1.0,-1.0,-1.0,-1,-1
3573,MIIC,20,1.9,4,500,1,0.008945941925048828,False,1.0,0.13157894736842105,0.23255813953488372,33,38
3574,GHC,20,1.9,4,500,1,0.13786602020263672,False,1.0,0.07894736842105263,0.14634146341463414,35,38
3575,FCI,20,1.9,4,500,1,0.01709580421447754,False,-1.0,-1.0,-1.0,-1,-1
3576,MIIC,20,1.9,4,500,2,0.01456904411315918,False,1.0,0.39473684210526316,0.5660377358490566,23,26
3577,GHC,20,1.9,4,500,2,0.16893911361694336,False,0.8,0.42105263157894735,0.5517241379310345,26,36
3578,FCI,20,1.9,4,500,2,0.035988807678222656,False,-1.0,-1.0,-1.0,-1,-1
3579,MIIC,20,1.9,4,500,3,0.014103174209594727,False,0.9333333333333333,0.3684210526315789,0.5283018867924527,25,34
3580,GHC,20,1.9,4,500,3,0.15438199043273926,False,0.9090909090909091,0.2631578947368421,0.4081632653061224,29,35
3581,FCI,20,1.9,4,500,3,0.020832061767578125,False,-1.0,-1.0,-1.0,-1,-1
3582,MIIC,20,1.9,4,500,4,0.011438131332397461,False,0.9,0.23684210526315788,0.375,30,34
3583,GHC,20,1.9,4,500,4,0.1529080867767334,False,0.7777777777777778,0.18421052631578946,0.2978723404255319,33,38
3584,FCI,20,1.9,4,500,4,0.03161287307739258,False,-1.0,-1.0,-1.0,-1,-1
3585,MIIC,20,1.9,4,1000,0,0.022958993911743164,False,1.0,0.4864864864864865,0.6545454545454547,19,29
3586,GHC,20,1.9,4,1000,0,0.17147588729858398,False,0.8666666666666667,0.35135135135135137,0.5000000000000001,26,34
3587,FCI,20,1.9,4,1000,0,0.03508400917053223,False,-1.0,-1.0,-1.0,-1,-1
3588,MIIC,20,1.9,4,1000,1,0.02153301239013672,False,0.9375,0.40540540540540543,0.5660377358490566,23,30
3589,GHC,20,1.9,4,1000,1,0.18038296699523926,False,1.0,0.5135135135135135,0.6785714285714285,18,22
3590,FCI,20,1.9,4,1000,1,0.06158328056335449,False,-1.0,-1.0,-1.0,-1,-1
3591,MIIC,20,1.9,4,1000,2,0.0154571533203125,False,1.0,0.3157894736842105,0.4799999999999999,26,30
3592,GHC,20,1.9,4,1000,2,0.16174912452697754,False,0.8461538461538461,0.2894736842105263,0.4313725490196079,29,33
3593,FCI,20,1.9,4,1000,2,0.02567601203918457,False,-1.0,-1.0,-1.0,-1,-1
3594,MIIC,20,1.9,4,1000,3,0.02353501319885254,False,1.0,0.5135135135135135,0.6785714285714285,18,26
3595,GHC,20,1.9,4,1000,3,0.16559696197509766,False,1.0,0.4594594594594595,0.6296296296296297,20,28
3596,FCI,20,1.9,4,1000,3,0.03866887092590332,False,-1.0,-1.0,-1.0,-1,-1
3597,MIIC,20,1.9,4,1000,4,0.025488853454589844,False,0.9583333333333334,0.6052631578947368,0.7419354838709677,16,21
3598,GHC,20,1.9,4,1000,4,0.18741798400878906,False,0.8,0.5263157894736842,0.6349206349206348,23,34
3599,FCI,20,1.9,4,1000,4,0.06684708595275879,False,-1.0,-1.0,-1.0,-1,-1
3600,MIIC,25,1.1,2,100,0,0.017542123794555664,False,0.6470588235294118,0.4074074074074074,0.5,22,32
3601,GHC,25,1.1,2,100,0,0.25449180603027344,False,0.5,0.37037037037037035,0.425531914893617,27,35
3602,FCI,25,1.1,2,100,0,0.02295684814453125,False,-1.0,-1.0,-1.0,-1,-1
3603,MIIC,25,1.1,2,100,1,0.020914077758789062,False,0.6086956521739131,0.5185185185185185,0.5599999999999999,22,28
3604,GHC,25,1.1,2,100,1,0.25425100326538086,False,0.65,0.48148148148148145,0.553191489361702,21,31
3605,FCI,25,1.1,2,100,1,0.026524782180786133,False,-1.0,-1.0,-1.0,-1,-1
3606,MIIC,25,1.1,2,100,2,0.022042274475097656,False,0.8636363636363636,0.7037037037037037,0.7755102040816326,11,23
3607,GHC,25,1.1,2,100,2,0.26099181175231934,False,0.8181818181818182,0.6666666666666666,0.7346938775510203,13,24
3608,FCI,25,1.1,2,100,2,0.02618098258972168,False,-1.0,-1.0,-1.0,-1,-1
3609,MIIC,25,1.1,2,100,3,0.025449037551879883,False,0.5,0.4074074074074074,0.44897959183673464,27,37
3610,GHC,25,1.1,2,100,3,0.2646467685699463,False,0.5714285714285714,0.4444444444444444,0.5,24,34
3611,FCI,25,1.1,2,100,3,0.02548384666442871,False,-1.0,-1.0,-1.0,-1,-1
3612,MIIC,25,1.1,2,100,4,0.018692970275878906,False,0.55,0.4074074074074074,0.46808510638297873,25,31
3613,GHC,25,1.1,2,100,4,0.26251697540283203,False,0.42857142857142855,0.3333333333333333,0.375,30,34
3614,FCI,25,1.1,2,100,4,0.024799823760986328,False,-1.0,-1.0,-1.0,-1,-1
3615,MIIC,25,1.1,2,250,0,0.02141404151916504,False,0.8888888888888888,0.6153846153846154,0.7272727272727274,12,21
3616,GHC,25,1.1,2,250,0,0.262908935546875,False,0.6363636363636364,0.5384615384615384,0.5833333333333334,20,27
3617,FCI,25,1.1,2,250,0,0.02654433250427246,False,-1.0,-1.0,-1.0,-1,-1
3618,MIIC,25,1.1,2,250,1,0.023807048797607422,False,0.6363636363636364,0.5185185185185185,0.5714285714285714,21,27
3619,GHC,25,1.1,2,250,1,0.26491212844848633,False,0.6956521739130435,0.5925925925925926,0.6399999999999999,18,22
3620,FCI,25,1.1,2,250,1,0.027779102325439453,False,-1.0,-1.0,-1.0,-1,-1
3621,MIIC,25,1.1,2,250,2,0.020721912384033203,False,0.8421052631578947,0.5925925925925926,0.6956521739130435,14,26
3622,GHC,25,1.1,2,250,2,0.25052905082702637,False,0.7222222222222222,0.48148148148148145,0.5777777777777777,19,26
3623,FCI,25,1.1,2,250,2,0.0364842414855957,False,-1.0,-1.0,-1.0,-1,-1
3624,MIIC,25,1.1,2,250,3,0.020615816116333008,False,0.6842105263157895,0.48148148148148145,0.5652173913043478,20,28
3625,GHC,25,1.1,2,250,3,0.2579059600830078,False,0.6190476190476191,0.48148148148148145,0.5416666666666666,22,29
3626,FCI,25,1.1,2,250,3,0.028241872787475586,False,-1.0,-1.0,-1.0,-1,-1
3627,MIIC,25,1.1,2,250,4,0.023638010025024414,False,0.6666666666666666,0.5925925925925926,0.627450980392157,19,24
3628,GHC,25,1.1,2,250,4,0.25939202308654785,False,0.7368421052631579,0.5185185185185185,0.6086956521739131,18,24
3629,FCI,25,1.1,2,250,4,0.03237509727478027,False,-1.0,-1.0,-1.0,-1,-1
3630,MIIC,25,1.1,2,500,0,0.02113795280456543,False,0.85,0.6296296296296297,0.723404255319149,13,22
3631,GHC,25,1.1,2,500,0,0.2659451961517334,False,0.9090909090909091,0.7407407407407407,0.8163265306122449,9,15
3632,FCI,25,1.1,2,500,0,0.04434776306152344,False,-1.0,-1.0,-1.0,-1,-1
3633,MIIC,25,1.1,2,500,1,0.02075815200805664,False,0.8333333333333334,0.5555555555555556,0.6666666666666667,15,23
3634,GHC,25,1.1,2,500,1,0.26602983474731445,False,0.7727272727272727,0.6296296296296297,0.6938775510204083,15,21
3635,FCI,25,1.1,2,500,1,0.031442880630493164,False,-1.0,-1.0,-1.0,-1,-1
3636,MIIC,25,1.1,2,500,2,0.03198528289794922,False,0.782608695652174,0.6666666666666666,0.72,14,21
3637,GHC,25,1.1,2,500,2,0.2693052291870117,False,0.782608695652174,0.6666666666666666,0.72,14,21
3638,FCI,25,1.1,2,500,2,0.06498312950134277,False,-1.0,-1.0,-1.0,-1,-1
3639,MIIC,25,1.1,2,500,3,0.029764890670776367,False,0.8636363636363636,0.7037037037037037,0.7755102040816326,11,23
3640,GHC,25,1.1,2,500,3,0.2804999351501465,False,0.8148148148148148,0.8148148148148148,0.8148148148148148,10,18
3641,FCI,25,1.1,2,500,3,0.040216922760009766,False,-1.0,-1.0,-1.0,-1,-1
3642,MIIC,25,1.1,2,500,4,0.01726698875427246,False,0.9090909090909091,0.38461538461538464,0.5405405405405405,17,21
3643,GHC,25,1.1,2,500,4,0.23809099197387695,False,0.7692307692307693,0.38461538461538464,0.5128205128205128,19,23
3644,FCI,25,1.1,2,500,4,0.028687000274658203,False,-1.0,-1.0,-1.0,-1,-1
3645,MIIC,25,1.1,2,1000,0,0.02902388572692871,False,0.9047619047619048,0.7037037037037037,0.7916666666666667,10,15
3646,GHC,25,1.1,2,1000,0,0.28215813636779785,False,0.8636363636363636,0.7037037037037037,0.7755102040816326,11,18
3647,FCI,25,1.1,2,1000,0,0.04633593559265137,False,-1.0,-1.0,-1.0,-1,-1
3648,MIIC,25,1.1,2,1000,1,0.04458022117614746,False,0.9259259259259259,0.9259259259259259,0.9259259259259259,4,13
3649,GHC,25,1.1,2,1000,1,0.2866859436035156,False,0.8064516129032258,0.9259259259259259,0.8620689655172414,8,23
3650,FCI,25,1.1,2,1000,1,0.533970832824707,False,-1.0,-1.0,-1.0,-1,-1
3651,MIIC,25,1.1,2,1000,2,0.04424905776977539,False,0.8214285714285714,0.8518518518518519,0.8363636363636364,9,11
3652,GHC,25,1.1,2,1000,2,0.2983670234680176,False,0.7857142857142857,0.8148148148148148,0.7999999999999999,11,25
3653,FCI,25,1.1,2,1000,2,0.08408999443054199,False,-1.0,-1.0,-1.0,-1,-1
3654,MIIC,25,1.1,2,1000,3,0.030703067779541016,False,0.95,0.7307692307692307,0.8260869565217392,8,13
3655,GHC,25,1.1,2,1000,3,0.2869429588317871,False,0.875,0.8076923076923077,0.8400000000000001,8,15
3656,FCI,25,1.1,2,1000,3,0.35080480575561523,False,-1.0,-1.0,-1.0,-1,-1
3657,MIIC,25,1.1,2,1000,4,0.03388619422912598,False,0.9047619047619048,0.7037037037037037,0.7916666666666667,10,21
3658,GHC,25,1.1,2,1000,4,0.27931714057922363,False,0.8076923076923077,0.7777777777777778,0.7924528301886792,11,19
3659,FCI,25,1.1,2,1000,4,0.03683114051818848,False,-1.0,-1.0,-1.0,-1,-1
3660,MIIC,25,1.1,3,100,0,0.018468856811523438,False,0.5555555555555556,0.37037037037037035,0.4444444444444445,25,29
3661,GHC,25,1.1,3,100,0,0.2591581344604492,False,0.47619047619047616,0.37037037037037035,0.4166666666666667,28,32
3662,FCI,25,1.1,3,100,0,0.025336027145385742,False,-1.0,-1.0,-1.0,-1,-1
3663,MIIC,25,1.1,3,100,1,0.0203399658203125,False,0.7894736842105263,0.5555555555555556,0.6521739130434783,16,28
3664,GHC,25,1.1,3,100,1,0.24870777130126953,False,0.8235294117647058,0.5185185185185185,0.6363636363636364,16,25
3665,FCI,25,1.1,3,100,1,0.02695918083190918,False,-1.0,-1.0,-1.0,-1,-1
3666,MIIC,25,1.1,3,100,2,0.015245914459228516,False,0.7142857142857143,0.37037037037037035,0.4878048780487805,21,25
3667,GHC,25,1.1,3,100,2,0.2404320240020752,False,0.6666666666666666,0.2962962962962963,0.41025641025641024,23,26
3668,FCI,25,1.1,3,100,2,0.023397207260131836,False,-1.0,-1.0,-1.0,-1,-1
3669,MIIC,25,1.1,3,100,3,0.015358924865722656,False,0.7857142857142857,0.4074074074074074,0.5365853658536585,19,27
3670,GHC,25,1.1,3,100,3,0.23483800888061523,False,0.7692307692307693,0.37037037037037035,0.5,20,24
3671,FCI,25,1.1,3,100,3,0.02513289451599121,False,-1.0,-1.0,-1.0,-1,-1
3672,MIIC,25,1.1,3,100,4,0.016638994216918945,False,0.8125,0.48148148148148145,0.6046511627906976,17,23
3673,GHC,25,1.1,3,100,4,0.255936861038208,False,0.75,0.5555555555555556,0.6382978723404256,17,22
3674,FCI,25,1.1,3,100,4,0.025105953216552734,False,-1.0,-1.0,-1.0,-1,-1
3675,MIIC,25,1.1,3,250,0,0.020087242126464844,False,0.8947368421052632,0.6296296296296297,0.7391304347826088,12,22
3676,GHC,25,1.1,3,250,0,0.2493898868560791,False,0.8823529411764706,0.5555555555555556,0.6818181818181819,14,24
3677,FCI,25,1.1,3,250,0,0.030278921127319336,False,-1.0,-1.0,-1.0,-1,-1
3678,MIIC,25,1.1,3,250,1,0.01662731170654297,False,0.8666666666666667,0.48148148148148145,0.6190476190476191,16,26
3679,GHC,25,1.1,3,250,1,0.2367398738861084,False,0.7857142857142857,0.4074074074074074,0.5365853658536585,19,24
3680,FCI,25,1.1,3,250,1,0.027686119079589844,False,-1.0,-1.0,-1.0,-1,-1
3681,MIIC,25,1.1,3,250,2,0.021013975143432617,False,0.9473684210526315,0.6666666666666666,0.782608695652174,10,15
3682,GHC,25,1.1,3,250,2,0.2707078456878662,False,0.9047619047619048,0.7037037037037037,0.7916666666666667,10,12
3683,FCI,25,1.1,3,250,2,0.030201196670532227,False,-1.0,-1.0,-1.0,-1,-1
3684,MIIC,25,1.1,3,250,3,0.016647815704345703,False,0.8666666666666667,0.48148148148148145,0.6190476190476191,16,24
3685,GHC,25,1.1,3,250,3,0.2359302043914795,False,0.9166666666666666,0.4074074074074074,0.5641025641025641,17,24
3686,FCI,25,1.1,3,250,3,0.026860952377319336,False,-1.0,-1.0,-1.0,-1,-1
3687,MIIC,25,1.1,3,250,4,0.020392894744873047,False,0.8333333333333334,0.5555555555555556,0.6666666666666667,15,22
3688,GHC,25,1.1,3,250,4,0.2518467903137207,False,0.8235294117647058,0.5185185185185185,0.6363636363636364,16,22
3689,FCI,25,1.1,3,250,4,0.027408838272094727,False,-1.0,-1.0,-1.0,-1,-1
3690,MIIC,25,1.1,3,500,0,0.02503228187561035,False,0.9473684210526315,0.6666666666666666,0.782608695652174,10,13
3691,GHC,25,1.1,3,500,0,0.27875709533691406,False,0.7692307692307693,0.7407407407407407,0.7547169811320754,13,20
3692,FCI,25,1.1,3,500,0,0.04134511947631836,False,-1.0,-1.0,-1.0,-1,-1
3693,MIIC,25,1.1,3,500,1,0.023873090744018555,False,1.0,0.7037037037037037,0.8260869565217391,8,12
3694,GHC,25,1.1,3,500,1,0.25730085372924805,False,0.8888888888888888,0.5925925925925926,0.711111111111111,13,20
3695,FCI,25,1.1,3,500,1,0.03375887870788574,False,-1.0,-1.0,-1.0,-1,-1
3696,MIIC,25,1.1,3,500,2,0.022254228591918945,False,0.9444444444444444,0.6296296296296297,0.7555555555555556,11,18
3697,GHC,25,1.1,3,500,2,0.2572770118713379,False,0.8888888888888888,0.5925925925925926,0.711111111111111,13,19
3698,FCI,25,1.1,3,500,2,0.02901601791381836,False,-1.0,-1.0,-1.0,-1,-1
3699,MIIC,25,1.1,3,500,3,0.028438806533813477,False,0.95,0.7037037037037037,0.8085106382978724,9,13
3700,GHC,25,1.1,3,500,3,0.2726771831512451,False,0.8333333333333334,0.7407407407407407,0.7843137254901961,11,22
3701,FCI,25,1.1,3,500,3,0.03163623809814453,False,-1.0,-1.0,-1.0,-1,-1
3702,MIIC,25,1.1,3,500,4,0.0279541015625,False,1.0,0.8518518518518519,0.92,4,5
3703,GHC,25,1.1,3,500,4,0.27117300033569336,False,0.92,0.8518518518518519,0.8846153846153846,6,10
3704,FCI,25,1.1,3,500,4,0.05583691596984863,False,-1.0,-1.0,-1.0,-1,-1
3705,MIIC,25,1.1,3,1000,0,0.032378196716308594,False,1.0,0.8518518518518519,0.92,4,19
3706,GHC,25,1.1,3,1000,0,0.2818598747253418,False,0.9230769230769231,0.8888888888888888,0.9056603773584906,5,23
3707,FCI,25,1.1,3,1000,0,0.07555890083312988,False,-1.0,-1.0,-1.0,-1,-1
3708,MIIC,25,1.1,3,1000,1,0.03294730186462402,False,0.9130434782608695,0.7777777777777778,0.84,8,11
3709,GHC,25,1.1,3,1000,1,0.27448081970214844,False,0.8695652173913043,0.7407407407407407,0.7999999999999999,10,19
3710,FCI,25,1.1,3,1000,1,0.04257917404174805,False,-1.0,-1.0,-1.0,-1,-1
3711,MIIC,25,1.1,3,1000,2,0.03179788589477539,False,1.0,0.7777777777777778,0.8750000000000001,6,12
